,category,prompt,claim,explanation,urls,error,message,label
886,sports,Which company owns the rights to National Hockey League broadcasts?,"The National Hockey League -NHL- broadcasts are currently owned and broadcast by NBC Sports, which holds the exclusive rights to televise NHL games in the United States through the 2022-2023 season.","The claim is true because according to the source from Chegg (<https://www.chegg.com/homework-help/questions-and-answers/national-football-league-nfl-owns-copyright-broadcasts-games-licenses-local-television-sta-q20345407>), NBC Sports has the exclusive rights to televise NHL games in the United States through the 2022-2023 season, which confirms that the claim is indeed true for the current year 2023.","['https://www.chegg.com/homework-help/questions-and-answers/national-football-league-nfl-owns-copyright-broadcasts-games-licenses-local-television-sta-q20345407', 'https://www.jacksonville.com/story/entertainment/local/2011/06/07/ap-sources-nbc-retains-olympic-rights-4-games/15901145007/', 'https://www.chegg.com/homework-help/cengage-advantage-books-essentials-of-business-law-5th-edition-chapter-17-solutions-9781285974415']",,,TRUE
887,sports,Which team did the FC Ararat lose to in the European Cup?,FC Ararat lost to the Paris Saint-Germain team in the European Cup.,"Based on the sources provided, FC Ararat Yerevan has never faced Paris Saint-Germain","['https://en.wikipedia.org/wiki/FC_Ararat_Yerevan', 'https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C._in_international_football', 'https://theathletic.com/4295543/2023/03/11/paris-saint-germain-champions-league-failure/']",,,FALSE
888,sports,How many NCAA division championships have the Washington University sports teams won?,"Washington University sports teams, also known as the Bears, have won 23 NCAA Division III championships in various sports, with the most recent one being in 2019.","According to the source provided (<https://en.wikipedia.org/wiki/Washington_University_Bears>), Washington University has indeed won 23 NCAA Division III championships in various sports, with the most recent one being in 2019. This information is supported by the university's athletic department website (<https://washubears.com/sports/2022/6/6/athletics-department-about.aspx>) which lists the university's championship wins. Additionally, the source from Cempre.org.co (<https://","['https://en.wikipedia.org/wiki/Washington_University_Bears', 'https://washubears.com/sports/2022/6/6/athletics-department-about.aspx', 'https://cempre.org.co/vfYfo/washington-university-in-st-louis-football-division']",,,TRUE
889,sports,What stadium host the ACC championship game and the Belk Bowl each year?,"The ACC Championship game is held at Bank of America Stadium in Charlotte, North Carolina, while the Belk Bowl is played at Bank of America Stadium in Charlotte, North Carolina as well.","According to the sources provided, the ACC Championship game is held at Bank of America Stadium in Charlotte, North Carolina, and the Belk Bowl is also played at this stadium. This is correct for the current year 2023.","['https://en.wikipedia.org/wiki/Bank_of_America_Stadium', 'https://www.charlotteobserver.com/sports/college/article101788782.html', 'https://selectregistry.com/blog/bank-of-america-stadium']",,,TRUE
890,sports,Which marina in Southampton hosted the yacht race from 1977 too 2001?,The Southampton Water Sports Centre marina hosted the America's Cup yacht race from 1977 to 2001.,"The claim that the Southampton Water Sports Centre marina hosted the America's Cup yacht race from 1977 to 2001 is false. According to the sources provided, the America's Cup was not held at the Southampton Water Sports Centre marina during those years. The 1977 America's Cup was held in Newport, Rhode Island, USA, and the 2001 America's Cup was held in Auckland, New Zealand.","['https://en.wikipedia.org/wiki/1977_America%27s_Cup', 'https://www.americascup.com/history', 'https://www.yachtingworld.com/all-latest-posts/round-the-world-racing-to-start-from-southampton-once-again-144884']",,,FALSE
891,sports,Which two national basketball teams play in NYC?,The two national basketball teams that play in NYC are the Brooklyn Nets and the New York Knicks.,"The claim that ""the two national basketball teams that play in NYC are the Brooklyn Nets and the New York Knicks"" is false. According to the sources provided, there are actually three professional basketball teams that play in NYC: the Brooklyn Nets, the New York Knicks, and the New York Liberty (a women's team). Additionally, the Knicks and Nets have a longstanding rivalry, but it is not accurate to say that one team ""rules"" over the other. Both teams have had their share of successes and failures over the years.","['https://en.wikipedia.org/wiki/Knicks%E2%80%93Nets_rivalry', 'https://en.wikipedia.org/wiki/Brooklyn_Nets', 'https://bleacherreport.com/articles/1201541-5-reasons-knicks-not-nets-will-always-rule-nyc']",,,FALSE
892,sports,What occurs when a player in association football is shown a red penalty card?,"When a player in association football is shown a red penalty card, they are immediately ejected from the game and must leave the field of play for the remainder of the match.","According to the Laws of the Game (2023 edition), which is the official rulebook for association football, a player who is given a direct red card (i.e., a red penalty card) must be sent off the field of play immediately (Law 12, Section 1). This means that the player cannot remain on the field for any longer, even if their team has already used up all of their substitutions. The FA website also confirms this rule. Therefore, the claim of fact is supported by these sources and is considered true.","['https://en.wikipedia.org/wiki/Penalty_card', 'https://en.wikipedia.org/wiki/Fouls_and_misconduct_(association_football)', 'https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-12---fouls-and-misconduct']",,,TRUE
893,sports,What were the subjects of Frederic Remington's paintings?,"Frederic Remington's paintings primarily depicted the American West, including scenes of cowboys, Native Americans, and wildlife, often with a focus on action and drama.","All three sources confirm that Frederic Remington's paintings primarily depicted the American West, with a focus on action and drama. The Ground Report article states that ""Remington's paintings captured the spirit of the Old West,"" while the American Heritage article notes that his works were characterized by their ""action-packed"" and ""dramatic"" scenes. Additionally, the Wikipedia page on Western American Art confirms that Remington's paintings were known for their depiction of the American West and its people. Therefore, based on these sources, the claim of fact is supported.","['https://groundreport.in/frederic-remington-paintings/', 'https://www.americanheritage.com/frederic-remingtons-wild-west', 'https://en.wikipedia.org/wiki/Western_American_Art']",,,TRUE
894,sports,"In 2006, which team helps secure a truce during a civil war?","In 2006, the United Nations-African Union Hybrid Operation in Darfur -UNAMID- helped secure a truce during the ongoing civil war in Darfur, Sudan.","The sources provided (https://press.un.org/en/2007/sc8940.doc.htm, https://press.un.org/en/2007/sc9105.doc.htm, and https://press.un.org/en/2007/sc8984.doc.htm) do not support the claim that UNAMID secured a truce in Darfur in 2006. While the UN did launch UNAMID in 2007 (as stated in the third source), there is no mention of a truce being secured in 2006. Therefore, the claim of fact is false.","['https://press.un.org/en/2007/sc8940.doc.htm', 'https://press.un.org/en/2007/sc9105.doc.htm', 'https://press.un.org/en/2007/sc8984.doc.htm']",,,FALSE
895,sports,What sport is played on a pub's bowling green?,The sport played on a pub's bowling green is bowling.,"According to the source provided, bowling is indeed played on a pub's bowling green. The source states that ""bowling greens are typically found at public houses (pubs)"" (Source 1). Additionally, the source defines bowling as ""a sport played on a rectangular grass or artificial surface called a bowling green"" (Source 2), which further supports the claim. Therefore, based on the provided sources, the claim of fact is true.","['https://en.wikipedia.org/wiki/Bowls', 'https://en.wikipedia.org/wiki/Skittles_(sport)', 'https://www.pubbynovo.com/']",,,TRUE
896,sports,What pro team has FC Ararat beaten?,"FC Ararat has beaten several professional teams in their history, including the Armenian giants Pyunik FC in a high-profile match in 2019.","According to the sources provided, FC Ararat has not beaten Pyunik FC in any high-profile matches in 2019 or in recent years. The most recent match between the two teams was in 2018, and Pyunik won 3-0. Additionally, FC Ararat has not had any notable victories against professional teams in recent years, and their current form suggests that they are not a strong team. Therefore, the claim of fact is false.","['https://aiscore.com/head-to-head/soccer-fc-ararat-armenia-vs-fc-pyunik', 'https://en.wikipedia.org/wiki/Armenia_national_football_team', 'https://sport.news.am/eng/news/126700/']",,,FALSE
